"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2018";1788,8;"osoba";"";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2019";1778,3;"osoba";"";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2020";1739,4;"osoba";"";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2021";1717,4;"osoba";"";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2022";1700,9;"osoba";"";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2023";1694,8;"osoba";"";
2469000;"Powiat m. Katowice";"ludność na 1 km2";"2024";1693,0;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2000";;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2001";;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2002";1144,5;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2003";1139,2;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2004";1138,7;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2005";1137,6;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2006";1141,6;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2007";1139,3;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2008";1140,7;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2009";1139,1;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2010";1150,6;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2011";1149,5;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2012";1147,6;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2013";1144,9;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2014";1143,5;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2015";1140,7;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2016";1136,7;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2017";1137,6;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2018";1136,6;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2019";1137,1;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2020";1106,2;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2021";1099,1;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2022";1091,0;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2023";1085,4;"osoba";"";
2470000;"Powiat m. Mysłowice";"ludność na 1 km2";"2024";1077,4;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2000";;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2001";;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2002";1528,8;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2003";1520,9;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2004";1512,1;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2005";1504,3;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2006";1484,2;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2007";1477,3;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2008";1471,5;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2009";1463,7;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2010";1451,3;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2011";1444,3;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2012";1438,3;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2013";1429,4;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2014";1419,6;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2015";1410,1;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2016";1399,5;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2017";1392,0;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2018";1383,2;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2019";1376,4;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2020";1329,9;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2021";1318,1;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2022";1308,0;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2023";1297,2;"osoba";"";
2471000;"Powiat m. Piekary Śląskie";"ludność na 1 km2";"2024";1288,8;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2000";;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2001";;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2002";1928,8;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2003";1912,1;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2004";1899,8;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2005";1889,2;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2006";1871,5;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2007";1860,1;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2008";1851,7;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2009";1844,8;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2010";1847,0;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2011";1840,0;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2012";1831,3;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2013";1820,7;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2014";1809,7;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2015";1799,1;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2016";1789,8;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2017";1782,8;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2018";1775,4;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2019";1767,1;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2020";1726,1;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2021";1708,0;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2022";1694,1;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2023";1678,3;"osoba";"";
2472000;"Powiat m. Ruda Śląska";"ludność na 1 km2";"2024";1658,8;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2000";;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2001";;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2002";962,8;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2003";959,6;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2004";956,1;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2005";954,9;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2006";953,0;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2007";950,9;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2008";951,6;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2009";952,9;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2010";950,6;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2011";950,0;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2012";949,0;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2013";944,8;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2014";944,0;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2015";940,9;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2016";938,6;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2017";937,8;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2018";934,9;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2019";930,8;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2020";903,5;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2021";895,9;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2022";888,5;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2023";882,7;"osoba";"";
2473000;"Powiat m. Rybnik";"ludność na 1 km2";"2024";875,5;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2000";;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2001";;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2002";2943,5;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2003";2922,7;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2004";2907,6;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2005";2888,9;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2006";2833,2;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2007";2808,7;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2008";2788,9;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2009";2773,0;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2010";2756,7;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2011";2744,8;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2012";2727,0;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2013";2699,8;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2014";2691,5;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2015";2675,7;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2016";2662,9;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2017";2648,0;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2018";2633,5;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2019";2621,2;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2020";2546,5;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2021";2524,1;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2022";2504,6;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2023";2485,3;"osoba";"";
2474000;"Powiat m. Siemianowice Śląskie";"ludność na 1 km2";"2024";2462,4;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2000";;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2001";;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2002";2537,2;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2003";2520,2;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2004";2500,5;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2005";2476,8;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2006";2462,6;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2007";2444,4;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2008";2429,8;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2009";2408,3;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2010";2382,6;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2011";2364,0;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2012";2344,8;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2013";2320,2;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2014";2298,2;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2015";2277,4;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2016";2260,8;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2017";2240,4;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2018";2218,7;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2019";2196,1;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2020";2135,3;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2021";2104,9;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2022";2075,2;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2023";2052,6;"osoba";"";
2475000;"Powiat m. Sosnowiec";"ludność na 1 km2";"2024";2029,3;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2000";;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2001";;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2002";4255,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2003";4237,7;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2004";4210,3;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2005";4185,1;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2006";4127,6;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2007";4096,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2008";4084,1;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2009";4063,9;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2010";4004,8;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2011";3967,9;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2012";3934,8;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2013";3893,6;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2014";3868,8;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2015";3829,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2016";3805,0;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2017";3785,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2018";3757,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2019";3723,3;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2020";3504,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2021";3464,5;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2022";3443,2;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2023";3416,1;"osoba";"";
2476000;"Powiat m. Świętochłowice";"ludność na 1 km2";"2024";3385,0;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2000";;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2001";;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2002";1624,0;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2003";1619,1;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2004";1611,7;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2005";1606,9;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2006";1598,4;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2007";1589,6;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2008";1585,9;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2009";1585,6;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2010";1583,0;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2011";1580,8;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2012";1578,2;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2013";1574,4;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2014";1572,2;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2015";1570,0;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2016";1568,9;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2017";1567,2;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2018";1562,5;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2019";1559,6;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2020";1530,7;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2021";1517,4;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2022";1504,8;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2023";1491,8;"osoba";"";
2477000;"Powiat m. Tychy";"ludność na 1 km2";"2024";1479,8;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2000";;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2001";;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2002";2418,8;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2003";2406,7;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2004";2392,8;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2005";2376,6;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2006";2364,6;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2007";2351,5;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2008";2343,3;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2009";2334,3;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2010";2256,2;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2011";2242,9;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2012";2232,0;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2013";2218,4;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2014";2203,8;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2015";2193,1;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2016";2182,3;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2017";2168,5;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2018";2156,4;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2019";2143,8;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2020";1976,7;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2021";1951,9;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2022";1932,7;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2023";1912,9;"osoba";"";
2478000;"Powiat m. Zabrze";"ludność na 1 km2";"2024";1895,8;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2000";;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2001";;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2002";982,1;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2003";979,0;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2004";974,1;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2005";972,3;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2006";966,3;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2007";960,0;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2008";960,6;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2009";960,2;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2010";962,0;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2011";960,9;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2012";960,0;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2013";959,7;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2014";959,9;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2015";958,3;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2016";959,4;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2017";962,9;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2018";966,2;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2019";966,5;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2020";956,6;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2021";956,7;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2022";956,3;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2023";955,7;"osoba";"";
2479000;"Powiat m. Żory";"ludność na 1 km2";"2024";958,1;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2000";;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2001";;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2002";77,5;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2003";77,1;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2004";77,0;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2005";76,6;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2006";76,2;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2007";75,9;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2008";75,8;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2009";75,5;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2010";77,1;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2011";76,7;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2012";76,4;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2013";76,0;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2014";75,9;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2015";75,5;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2016";75,2;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2017";74,7;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2018";74,4;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2019";74,0;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2020";72,1;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2021";71,2;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2022";70,7;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2023";70,1;"osoba";"";
2601000;"Powiat buski";"ludność na 1 km2";"2024";69,4;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2000";;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2001";;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2002";72,1;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2003";71,7;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2004";71,4;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2005";71,2;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2006";71,1;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2007";70,9;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2008";70,8;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2009";70,5;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2010";70,7;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2011";70,4;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2012";70,2;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2013";70,0;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2014";69,7;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2015";69,3;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2016";69,1;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2017";68,9;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2018";68,5;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2019";67,9;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2020";66,3;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2021";65,6;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2022";65,1;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2023";64,5;"osoba";"";
2602000;"Powiat jędrzejowski";"ludność na 1 km2";"2024";63,9;"osoba";"";
2603000;"Powiat kazimierski";"ludność na 1 km2";"2000";;"osoba";"";
2603000;"Powiat kazimierski";"ludność na 1 km2";"2001";;"osoba";"";
